0	9.756565070600e-01
1	9.756565070600e-01
2	9.756565070600e-01
3	9.756565070600e-01
4	9.756565070600e-01
5	9.823790981215e-01
6	9.823790981215e-01
7	9.823790981215e-01
8	9.017219883490e-01
9	9.756565070600e-01
10	9.825206330315e-01
11	9.823790981215e-01
12	9.823790981215e-01
13	9.823790981215e-01
14	9.756565070600e-01
15	9.756565070600e-01
16	9.756565070600e-01
17	9.756565070600e-01
18	9.756565070600e-01
19	9.756565070600e-01
20	9.756565070600e-01
21	9.756565070600e-01
22	9.756565070600e-01
23	9.756565070600e-01
24	9.756565070600e-01
25	9.756565070600e-01
26	9.756565070600e-01
27	9.756565070600e-01
28	9.756565070600e-01
29	9.756565070600e-01
30	9.756565070600e-01
31	9.756565070600e-01
32	9.756565070600e-01
33	9.756565070600e-01
34	9.756565070600e-01
35	9.756565070600e-01
36	9.756565070600e-01
37	9.756565070600e-01
38	9.756565070600e-01
39	9.756565070600e-01
40	9.756565070600e-01
41	9.756565070600e-01
42	9.756565070600e-01
43	9.756565070600e-01
44	9.756565070600e-01
45	9.756565070600e-01
46	9.756565070600e-01
47	9.756565070600e-01
48	9.756565070600e-01
49	9.756565070600e-01
50	9.756565070600e-01
51	9.756565070600e-01
52	9.756565070600e-01
53	9.756565070600e-01
54	9.756565070600e-01
55	9.756565070600e-01
56	9.756565070600e-01
57	9.756565070600e-01
58	9.756565070600e-01
59	9.756565070600e-01
60	9.756565070600e-01
61	9.756565070600e-01
62	9.756565070600e-01
63	9.756565070600e-01
64	9.756565070600e-01
65	9.756565070600e-01
66	9.756565070600e-01
67	9.756565070600e-01
68	9.756565070600e-01
69	9.756565070600e-01
70	9.756565070600e-01
71	9.756565070600e-01
72	9.756565070600e-01
73	9.756565070600e-01
74	9.756565070600e-01
75	9.756565070600e-01
76	9.756565070600e-01
77	9.756565070600e-01
78	9.756565070600e-01
79	9.756565070600e-01
80	9.756565070600e-01
81	9.756565070600e-01
82	9.756565070600e-01
83	9.756565070600e-01
84	9.756565070600e-01
85	9.756565070600e-01
86	9.756565070600e-01
87	9.756565070600e-01
88	9.756565070600e-01
89	9.756565070600e-01
90	9.756565070600e-01
91	9.756565070600e-01
92	9.756565070600e-01
93	9.756565070600e-01
94	9.756565070600e-01
95	9.756565070600e-01
96	9.756565070600e-01
97	6.789427540350e-01
98	6.791047215635e-01
99	6.976440533580e-01
100	6.791047215635e-01
101	7.699978288725e-01
102	9.682868110715e-01
103	9.756513677577e-01
104	9.756565070600e-01
105	9.756565070600e-01
106	9.756565070600e-01
107	9.756565070600e-01
108	9.756565070600e-01
109	9.756565070600e-01
110	9.756565070600e-01
111	9.756565070600e-01
112	9.756565070600e-01
113	9.756565070600e-01
114	9.756565070600e-01
115	9.756565070600e-01
116	9.756565070600e-01
117	9.756565070600e-01
118	9.756565070600e-01
119	9.756565070600e-01
120	9.756565070600e-01
121	9.756565070600e-01
122	9.756565070600e-01
123	9.756565070600e-01
124	9.756565070600e-01
125	9.756565070600e-01
126	9.756565070600e-01
127	9.756565070600e-01
128	9.825206330315e-01
129	9.825206330315e-01
130	9.836552003127e-01
131	9.830215476720e-01
132	9.823891748330e-01
133	9.810168692710e-01
134	9.813781568050e-01
135	9.789185270575e-01
136	8.279053351680e-01
137	8.280913916540e-01
138	9.786918208185e-01
139	9.805173287160e-01
140	9.776122216300e-01
141	9.720688829940e-01
142	7.975909548075e-01
143	7.824961315455e-01
144	9.478224684085e-01
145	9.364533276455e-01
146	4.847374601200e-01
147	2.648131569630e-01
148	2.686180358800e-01
149	3.730718246230e-01
150	5.365492105770e-01
151	6.885077606255e-01
152	8.379553971600e-01
153	8.110934675565e-01
154	9.269650720890e-01
155	9.821366550725e-01
156	9.803650199420e-01
157	9.823790981215e-01
158	9.823790981215e-01
159	9.823790981215e-01
160	9.823790981215e-01
161	9.823790981215e-01
162	9.823790981215e-01
163	9.823790981215e-01
164	9.823790981215e-01
165	9.823790981215e-01
166	9.823790981215e-01
167	9.823790981215e-01
168	9.823790981215e-01
169	9.823790981215e-01
170	9.823790981215e-01
171	9.823790981215e-01
172	9.823790981215e-01
173	9.823790981215e-01
174	9.823790981215e-01
175	9.823790981215e-01
176	9.823790981215e-01
177	9.823790981215e-01
178	9.823790981215e-01
179	9.823790981215e-01
180	9.823790981215e-01
181	9.823790981215e-01
182	9.823790981215e-01
183	9.823790981215e-01
184	9.823790981215e-01
185	9.823790981215e-01
186	9.823790981215e-01
187	9.823790981215e-01
188	9.823790981215e-01
189	9.823790981215e-01
190	9.823790981215e-01
191	9.823790981215e-01
192	9.823790981215e-01
193	9.823790981215e-01
