2.932275175039787407e-01 3.951122756519267476e-01
2.986937044663386387e-01 2.656824132046275988e-01
5.752880688338020132e-01 5.818558320378491855e-01
6.872536807265037240e-01 9.441642713512716778e-01
8.666901315951729412e-01 8.641820694900967936e-01
7.249288747102912156e-01 7.521265516117285888e-01
5.735666728789567959e-01 7.070602647870483093e-01
-2.089614890001511238e+00 -1.129456660588042283e+00
6.941317923533457668e-01 7.016635781018809581e-01
1.392786265699927917e-01 2.207014846546616893e-01
6.541611695875890753e-01 8.820722180098893306e-01
-1.860945735040699711e+00 -1.694202227892797730e+00
-7.299044223027852940e-01 -1.002456959656275126e+00
6.541611695875890753e-01 7.106472214747097116e-01
6.455537756173658215e-01 9.435479593421972622e-01
-9.503918797606731861e-01 3.883986170703671581e-01
-1.739150385190634029e+00 -1.795834764703439612e+00
-3.457880650025036418e-01 -3.026607172754398167e+00
4.161097576042075419e-01 7.640184923634527614e-01
1.860756393317718194e-01 -6.390687057703787755e-01
8.546665228861137775e-01 9.022435579285794649e-01
7.558892693888999981e-01 7.716260725754487959e-01
6.292257508585425985e-01 7.170508141224204435e-01
-4.017435832388420169e-01 -5.684099309793821941e-01
8.647510459237803815e-01 8.415740671211838775e-01
-9.827810159722143446e-01 -1.168990932299481811e+00
-2.577803980782777393e-01 7.461202938313529417e-03
-5.335259126223038662e-01 -3.622912719589338471e-01
6.504808884461422691e-01 7.569253960098338840e-01
-8.931355007260140255e-02 -9.596870029839756899e-01
3.250853583634114030e-01 2.361993876964173789e-01
8.891443619447456648e-01 8.937842453352828898e-01
4.903711050524690029e-01 7.475154416671299096e-01
5.118152401593092371e-01 6.258657289643094757e-01
9.337102797726181125e-01 9.418705158753120088e-01
9.333756455661001983e-01 9.075890616874842109e-01
6.486327329361560867e-01 6.058421709470052097e-01
6.942464781414646735e-01 8.507350229751874382e-01
8.576330851981128767e-01 8.878689724763667579e-01
7.946257116990008695e-01 7.407412974071206913e-01
-5.622448414326510768e-01 -5.622127648554058332e-01
-2.458922818997202331e+00 -3.430848799432373308e+00
8.165757726911584413e-01 8.913684543035728103e-01
8.839566871631735490e-01 9.075602324061092796e-01
5.752880688338020132e-01 5.442440468111980900e-01
6.025280463884651327e-01 6.478076656728193328e-01
-1.032686983758363430e+00 -1.478081896952804231e-01
5.363128133081364046e-01 2.983455573368193892e-01
-1.032686983758363430e+00 -1.139051386536789279e+00
